,Clinic - Ambulatory Surgical Center January 2020,,,,,,,
64461,Pvb thoracic single inj site,  ,                                        ,ASC,333,1/1/16,12/31/99, 
64462,Pvb thoracic 2nd+ inj site,  ,                                        ,ASC,333,1/1/16,12/31/99, 
64463,Pvb thoracic cont infusion,  ,                                        ,ASC,333,1/1/16,12/31/99, 
64479,Inj foramen epidural c/t,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64480,Inj foramen epidural add-on,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64483,Inj foramen epidural l/s,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64484,Inj foramen epidural add-on,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64490,Inj paravert f jnt c/t 1 lev,  ,                                        ,ASC,333,1/1/10,12/31/99, 
64491,Inj paravert f jnt c/t 2 lev,  ,                                        ,ASC,333,1/1/10,12/31/99, 
64492,Inj paravert f jnt c/t 3 lev,  ,                                        ,ASC,333,1/1/10,12/31/99, 
64493,Inj paravert f jnt l/s 1 lev,  ,                                        ,ASC,333,1/1/10,12/31/99, 
64494,Inj paravert f jnt l/s 2 lev,  ,                                        ,ASC,333,1/1/10,12/31/99, 
64495,Inj paravert f jnt l/s 3 lev,  ,                                        ,ASC,333,1/1/10,12/31/99, 
64510,N block stellate ganglion,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64517,N block inj hypogas plxs,  ,                                        ,ASC,139,10/1/08,12/31/99, 
64520,N block lumbar/thoracic,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64530,N block inj celiac pelus,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64553,Implant neuroelectrodes,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64561,Implant neuroelectrodes,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64566,Neuroeltrd stim post tibial,  ,                                        ,ASC,333,1/1/11,12/31/99, 
64568,Inc for vagus n elect impl,  ,                                        ,ASC,333,1/1/11,12/31/99, 
64569,Revise/repl vagus n eltrd,  ,                                        ,ASC,333,1/1/11,12/31/99, 
64570,Remove vagus n eltrd,  ,                                        ,ASC,333,1/1/11,12/31/99, 
64575,Implant neuroelectrodes,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64580,Implant neuroelectrodes,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64581,Implant neuroelectrodes,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64585,Revise/remove neuroelectrode,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64590,Insrt/redo pn/gastr stimul,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64595,Revise/rmv pn/gastr stimul,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64600,Injection treatment of nerve,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64605,Injection treatment of nerve,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64610,Injection treatment of nerve,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64620,Injection treatment of nerve,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64630,Injection treatment of nerve,  ,                                        ,ASC,351.92,10/1/08,12/31/99, 
64633,Destroy cerv/thor facet jnt,  ,                                        ,ASC,333,1/1/12,12/31/99, 
64634,Destroy c/th facet jnt addl,  ,                                        ,ASC,333,1/1/12,12/31/99, 
64635,Destroy lumb/sac facet jnt,  ,                                        ,ASC,333,1/1/12,12/31/99, 
64636,Destroy l/s facet jnt addl,  ,                                        ,ASC,333,1/1/12,12/31/99, 
64680,Injection treatment of nerve,  ,                                        ,ASC,390.95,10/1/08,12/31/99, 
64681,Injection treatment of nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64702,Revise finger/toe nerve,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64704,Revise hand/foot nerve,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64708,Revise arm/leg nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64712,Revision of sciatic nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64713,Revision of arm nerve(s),  ,                                        ,ASC,446,10/1/08,12/31/99, 
64714,Revise low back nerve(s),  ,                                        ,ASC,446,10/1/08,12/31/99, 
64716,Revision of cranial nerve,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64718,Revise ulnar nerve at elbow,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64719,Revise ulnar nerve at wrist,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64721,Carpal tunnel surgery,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64722,Relieve pressure on nerve(s),  ,                                        ,ASC,333,10/1/08,12/31/99, 
64726,Release foot/toe nerve,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64727,Internal nerve revision,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64732,Incision of brow nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64734,Incision of cheek nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64736,Incision of chin nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64738,Incision of jaw nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64740,Incision of tongue nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64742,Incision of facial nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64744,Incise nerve back of head,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64746,Incise diaphragm nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64771,Sever cranial nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64772,Incision of spinal nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64774,Remove skin nerve lesion,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64776,Remove digit nerve lesion,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64778,Digit nerve surgery add-on,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64782,Remove limb nerve lesion,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64783,Limb nerve surgery add-on,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64784,Remove nerve lesion,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64786,Remove sciatic nerve lesion,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64787,Implant nerve end,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64788,Remove skin nerve lesion,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64790,Removal of nerve lesion,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64792,Removal of nerve lesion,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64795,Biopsy of nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64802,Sympathectomy cervical,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64821,Remove sympathetic nerves,  ,                                        ,ASC,630,10/1/08,12/31/99, 
64831,Repair of digit nerve,  ,                                        ,ASC,630,10/1/08,12/31/99, 
64832,Repair nerve add-on,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64834,Repair of hand or foot nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64835,Repair of hand or foot nerve,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64836,Repair of hand or foot nerve,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64837,Repair nerve add-on,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64840,Repair of leg nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64856,Repair/transpose nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64857,Repair arm/leg nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64858,Repair sciatic nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64859,Nerve surgery,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64861,Repair of arm nerves,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64862,Repair of low back nerves,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64864,Repair of facial nerve,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64865,Repair of facial nerve,  ,                                        ,ASC,630,10/1/08,12/31/99, 
64872,Subsequent repair of nerve,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64874,Repair & revise nerve add-on,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64876,Repair nerve/shorten bone,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64885,Nerve graft head/neck </4 cm,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64886,Nerve graft head/neck >4 cm,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64890,Nerve graft hand/foot </4 cm,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64891,Nerve graft hand/foot >4 cm,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64892,Nerve graft arm/leg <4 cm,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64893,Nerve graft arm/leg >4 cm,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64895,Nerve graft hand/foot </4 cm,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64896,Nerve graft hand/foot >4 cm,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64897,Nerve graft arm/leg </4 cm,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64898,Nerve graft arm/leg >4 cm,  ,                                        ,ASC,510,10/1/08,12/31/99, 
64901,Nerve graft add-on,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64902,Nerve graft add-on,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64905,Nerve pedicle transfer,  ,                                        ,ASC,446,10/1/08,12/31/99, 
64907,Nerve pedicle transfer,  ,                                        ,ASC,333,10/1/08,12/31/99, 
64912,Nrv rpr w/nrv algrft 1st,  ,                                        ,ASC,       MP,1/1/18,12/31/99, 
64999,Nervous system surgery,  ,                                        ,ASC,       MP,1/1/16,12/31/99,Y
65091,Revise eye,  ,                                        ,ASC,510,10/1/08,12/31/99, 
